epoch,train_Loss,train_ACC,train_PRE,train_SEN,train_SPE,train_F1,train_AUC,train_MCC,val_Loss,val_ACC,val_PRE,val_SEN,val_SPE,val_F1,val_AUC,val_MCC
20,0.4485,0.7932,0.8194,0.7712,0.8169,0.7946,0.8803,0.5879,0.5191,0.6977,0.6800,0.7727,0.6190,0.7234,0.7684,0.3970
21,0.4817,0.7763,0.7959,0.7647,0.7887,0.7800,0.8529,0.5531,0.5618,0.6279,0.6875,0.5000,0.7619,0.5789,0.7619,0.2708
22,0.4771,0.7932,0.8026,0.7974,0.7887,0.8000,0.8598,0.5860,0.5547,0.6512,0.7333,0.5000,0.8095,0.5946,0.7716,0.3246
23,0.4329,0.7966,0.8163,0.7843,0.8099,0.8000,0.8905,0.5938,0.5331,0.6977,0.7368,0.6364,0.7619,0.6829,0.7706,0.4009
24,0.4336,0.7932,0.8194,0.7712,0.8169,0.7946,0.8865,0.5879,0.5320,0.6279,0.5938,0.8636,0.3810,0.7037,0.7835,0.2802
25,0.4467,0.8102,0.8299,0.7974,0.8239,0.8133,0.8782,0.6209,0.4985,0.7209,0.7083,0.7727,0.6667,0.7391,0.7835,0.4423
26,0.4291,0.8203,0.8333,0.8170,0.8239,0.8251,0.8913,0.6406,0.4915,0.7209,0.7083,0.7727,0.6667,0.7391,0.7922,0.4423
27,0.4029,0.8339,0.8562,0.8170,0.8521,0.8361,0.9050,0.6687,0.5078,0.6977,0.6552,0.8636,0.5238,0.7451,0.8009,0.4133
28,0.4408,0.8203,0.8378,0.8105,0.8310,0.8239,0.8801,0.6410,0.4981,0.7674,0.7727,0.7727,0.7619,0.7727,0.7922,0.5346
29,0.4131,0.8305,0.8323,0.8431,0.8169,0.8377,0.8995,0.6604,0.4939,0.7209,0.6923,0.8182,0.6190,0.7500,0.7987,0.4470
30,0.4098,0.8102,0.8299,0.7974,0.8239,0.8133,0.9006,0.6209,0.4906,0.7442,0.7200,0.8182,0.6667,0.7660,0.7965,0.4913
31,0.3738,0.8576,0.8776,0.8431,0.8732,0.8600,0.9238,0.7159,0.4770,0.7442,0.7391,0.7727,0.7143,0.7556,0.8074,0.4881
32,0.3990,0.8441,0.8591,0.8366,0.8521,0.8477,0.9051,0.6883,0.5126,0.7442,0.7619,0.7273,0.7619,0.7442,0.8009,0.4892
33,0.4018,0.8407,0.8630,0.8235,0.8592,0.8428,0.9023,0.6822,0.4664,0.7442,0.7391,0.7727,0.7143,0.7556,0.8420,0.4881
34,0.3945,0.8339,0.8562,0.8170,0.8521,0.8361,0.9097,0.6687,0.4879,0.7442,0.7391,0.7727,0.7143,0.7556,0.8117,0.4881
35,0.3545,0.8780,0.8980,0.8627,0.8944,0.8800,0.9332,0.7566,0.4763,0.7907,0.8095,0.7727,0.8095,0.7907,0.8312,0.5823
36,0.3540,0.8610,0.8784,0.8497,0.8732,0.8638,0.9314,0.7224,0.4699,0.7442,0.7391,0.7727,0.7143,0.7556,0.8279,0.4881
37,0.3454,0.8542,0.9044,0.8039,0.9085,0.8512,0.9365,0.7141,0.4757,0.7442,0.7391,0.7727,0.7143,0.7556,0.8247,0.4881
38,0.3803,0.8610,0.8889,0.8366,0.8873,0.8620,0.9158,0.7236,0.4591,0.7442,0.7391,0.7727,0.7143,0.7556,0.8528,0.4881
39,0.3545,0.8847,0.9048,0.8693,0.9014,0.8867,0.9295,0.7702,0.4668,0.7907,0.8095,0.7727,0.8095,0.7907,0.8485,0.5823
40,0.3512,0.8678,0.8750,0.8693,0.8662,0.8721,0.9311,0.7353,0.4486,0.7442,0.7391,0.7727,0.7143,0.7556,0.8571,0.4881
41,0.3405,0.8610,0.8836,0.8431,0.8803,0.8629,0.9382,0.7230,0.4788,0.6744,0.6429,0.8182,0.5238,0.7200,0.8658,0.3587
42,0.3440,0.8847,0.9343,0.8366,0.9366,0.8828,0.9372,0.7746,0.4652,0.7442,0.7619,0.7273,0.7619,0.7442,0.8398,0.4892
43,0.3468,0.8746,0.8919,0.8627,0.8873,0.8771,0.9330,0.7496,0.4436,0.7674,0.7500,0.8182,0.7143,0.7826,0.8593,0.5360
44,0.3673,0.8475,0.8699,0.8301,0.8662,0.8495,0.9215,0.6958,0.4986,0.7674,0.8333,0.6818,0.8571,0.7500,0.8420,0.5461
45,0.3395,0.8542,0.8667,0.8497,0.8592,0.8581,0.9354,0.7084,0.4530,0.7674,0.7727,0.7727,0.7619,0.7727,0.8463,0.5346
46,0.3693,0.8373,0.8671,0.8105,0.8662,0.8378,0.9183,0.6765,0.4674,0.7674,0.7727,0.7727,0.7619,0.7727,0.8377,0.5346
47,0.3510,0.8610,0.8733,0.8562,0.8662,0.8647,0.9290,0.7220,0.4466,0.6977,0.6667,0.8182,0.5714,0.7347,0.8745,0.4029
48,0.3155,0.8780,0.8926,0.8693,0.8873,0.8808,0.9504,0.7561,0.4336,0.7442,0.7200,0.8182,0.6667,0.7660,0.8745,0.4913
49,0.3523,0.8508,0.8759,0.8301,0.8732,0.8523,0.9263,0.7029,0.4289,0.7674,0.7727,0.7727,0.7619,0.7727,0.8810,0.5346
50,0.3245,0.8780,0.9209,0.8366,0.9225,0.8767,0.9437,0.7599,0.4564,0.7674,0.7727,0.7727,0.7619,0.7727,0.8550,0.5346
51,0.3287,0.8847,0.9281,0.8431,0.9296,0.8836,0.9376,0.7735,0.4565,0.7674,0.7727,0.7727,0.7619,0.7727,0.8658,0.5346
52,0.3272,0.8780,0.8980,0.8627,0.8944,0.8800,0.9455,0.7566,0.4433,0.7907,0.8095,0.7727,0.8095,0.7907,0.8788,0.5823
53,0.3199,0.8644,0.8645,0.8758,0.8521,0.8701,0.9470,0.7284,0.4402,0.7674,0.7727,0.7727,0.7619,0.7727,0.8658,0.5346
54,0.3312,0.8576,0.8828,0.8366,0.8803,0.8591,0.9389,0.7165,0.4310,0.7907,0.7826,0.8182,0.7619,0.8000,0.8766,0.5813
55,0.3124,0.8814,0.9155,0.8497,0.9155,0.8814,0.9513,0.7652,0.4434,0.7674,0.7727,0.7727,0.7619,0.7727,0.8701,0.5346
56,0.3199,0.8746,0.9028,0.8497,0.9014,0.8754,0.9462,0.7508,0.4100,0.7907,0.7826,0.8182,0.7619,0.8000,0.8874,0.5813
57,0.3271,0.8475,0.8971,0.7974,0.9014,0.8443,0.9446,0.7004,0.4405,0.7209,0.6923,0.8182,0.6190,0.7500,0.8788,0.4470
58,0.2952,0.9017,0.9306,0.8758,0.9296,0.9024,0.9571,0.8051,0.4189,0.7907,0.7826,0.8182,0.7619,0.8000,0.8853,0.5813
59,0.3514,0.8610,0.8684,0.8627,0.8592,0.8656,0.9276,0.7217,0.4286,0.7674,0.7500,0.8182,0.7143,0.7826,0.8810,0.5360
60,0.3140,0.8712,0.8912,0.8562,0.8873,0.8733,0.9503,0.7430,0.4426,0.7674,0.7727,0.7727,0.7619,0.7727,0.8766,0.5346
61,0.2912,0.8881,0.9054,0.8758,0.9014,0.8904,0.9642,0.7767,0.4287,0.7907,0.7826,0.8182,0.7619,0.8000,0.8723,0.5813
62,0.2971,0.8746,0.9028,0.8497,0.9014,0.8754,0.9564,0.7508,0.4262,0.7442,0.7200,0.8182,0.6667,0.7660,0.8831,0.4913
63,0.3236,0.8780,0.8980,0.8627,0.8944,0.8800,0.9420,0.7566,0.4285,0.7209,0.6923,0.8182,0.6190,0.7500,0.8831,0.4470
64,0.2908,0.8983,0.9020,0.9020,0.8944,0.9020,0.9579,0.7963,0.4677,0.7907,0.8421,0.7273,0.8571,0.7805,0.8745,0.5882
65,0.3217,0.8881,0.9110,0.8693,0.9085,0.8896,0.9439,0.7772,0.4049,0.7907,0.7826,0.8182,0.7619,0.8000,0.8831,0.5813
66,0.2904,0.9085,0.9257,0.8954,0.9225,0.9103,0.9586,0.8174,0.4223,0.7907,0.7826,0.8182,0.7619,0.8000,0.8831,0.5813
67,0.3175,0.8712,0.9021,0.8431,0.9014,0.8716,0.9470,0.7444,0.4325,0.7674,0.7727,0.7727,0.7619,0.7727,0.8766,0.5346
68,0.2994,0.8915,0.9116,0.8758,0.9085,0.8933,0.9539,0.7837,0.4207,0.7674,0.7727,0.7727,0.7619,0.7727,0.8831,0.5346
69,0.2871,0.9119,0.9262,0.9020,0.9225,0.9139,0.9621,0.8240,0.4050,0.7907,0.7826,0.8182,0.7619,0.8000,0.8853,0.5813
70,0.2554,0.9288,0.9521,0.9085,0.9507,0.9298,0.9760,0.8586,0.4103,0.7907,0.7826,0.8182,0.7619,0.8000,0.8874,0.5813
71,0.3019,0.8712,0.8912,0.8562,0.8873,0.8733,0.9545,0.7430,0.4214,0.7442,0.7200,0.8182,0.6667,0.7660,0.8874,0.4913
72,0.3054,0.8780,0.8980,0.8627,0.8944,0.8800,0.9552,0.7566,0.4254,0.7907,0.7826,0.8182,0.7619,0.8000,0.8766,0.5813
73,0.2829,0.8814,0.9041,0.8627,0.9014,0.8829,0.9595,0.7637,0.4126,0.7907,0.7826,0.8182,0.7619,0.8000,0.8853,0.5813
74,0.3114,0.8814,0.9041,0.8627,0.9014,0.8829,0.9469,0.7637,0.4263,0.7907,0.7826,0.8182,0.7619,0.8000,0.8788,0.5813
75,0.2717,0.9085,0.9257,0.8954,0.9225,0.9103,0.9654,0.8174,0.4142,0.7674,0.7727,0.7727,0.7619,0.7727,0.8874,0.5346
76,0.2613,0.9051,0.9371,0.8758,0.9366,0.9054,0.9733,0.8122,0.4204,0.7674,0.7727,0.7727,0.7619,0.7727,0.8874,0.5346
77,0.3048,0.8678,0.8958,0.8431,0.8944,0.8687,0.9515,0.7372,0.4129,0.7907,0.7826,0.8182,0.7619,0.8000,0.8831,0.5813
78,0.2991,0.9051,0.9310,0.8824,0.9296,0.9060,0.9555,0.8115,0.4129,0.7907,0.7826,0.8182,0.7619,0.8000,0.8831,0.5813
79,0.2987,0.8915,0.9116,0.8758,0.9085,0.8933,0.9534,0.7837,0.4045,0.7907,0.7826,0.8182,0.7619,0.8000,0.8874,0.5813
80,0.2943,0.8780,0.8980,0.8627,0.8944,0.8800,0.9555,0.7566,0.4066,0.7907,0.7826,0.8182,0.7619,0.8000,0.8853,0.5813
81,0.2904,0.8847,0.9048,0.8693,0.9014,0.8867,0.9570,0.7702,0.4214,0.7907,0.7826,0.8182,0.7619,0.8000,0.8831,0.5813
82,0.2785,0.8847,0.9103,0.8627,0.9085,0.8859,0.9630,0.7708,0.4039,0.7907,0.7826,0.8182,0.7619,0.8000,0.8874,0.5813
83,0.2821,0.9186,0.9272,0.9150,0.9225,0.9211,0.9586,0.8372,0.4046,0.7907,0.7826,0.8182,0.7619,0.8000,0.8874,0.5813
84,0.2756,0.8915,0.9060,0.8824,0.9014,0.8940,0.9644,0.7833,0.4036,0.7907,0.7826,0.8182,0.7619,0.8000,0.8874,0.5813
85,0.2785,0.9051,0.9252,0.8889,0.9225,0.9067,0.9616,0.8109,0.4049,0.7907,0.7826,0.8182,0.7619,0.8000,0.8874,0.5813
86,0.2890,0.8881,0.9054,0.8758,0.9014,0.8904,0.9558,0.7767,0.3998,0.7907,0.7826,0.8182,0.7619,0.8000,0.8896,0.5813
87,0.2869,0.8847,0.9048,0.8693,0.9014,0.8867,0.9586,0.7702,0.4043,0.7907,0.7826,0.8182,0.7619,0.8000,0.8896,0.5813
88,0.2792,0.9017,0.9306,0.8758,0.9296,0.9024,0.9620,0.8051,0.4021,0.7907,0.7826,0.8182,0.7619,0.8000,0.8874,0.5813
89,0.3296,0.8576,0.8725,0.8497,0.8662,0.8609,0.9371,0.7154,0.4273,0.7674,0.7727,0.7727,0.7619,0.7727,0.8853,0.5346
90,0.2413,0.9220,0.9333,0.9150,0.9296,0.9241,0.9782,0.8441,0.4051,0.7907,0.7826,0.8182,0.7619,0.8000,0.8896,0.5813
91,0.3025,0.8847,0.9048,0.8693,0.9014,0.8867,0.9513,0.7702,0.4089,0.7907,0.7826,0.8182,0.7619,0.8000,0.8864,0.5813
92,0.2740,0.8915,0.9291,0.8562,0.9296,0.8912,0.9669,0.7860,0.4045,0.7907,0.7826,0.8182,0.7619,0.8000,0.8918,0.5813
93,0.2707,0.9186,0.9329,0.9085,0.9296,0.9205,0.9683,0.8375,0.4140,0.7907,0.7826,0.8182,0.7619,0.8000,0.8874,0.5813
94,0.3093,0.8881,0.9000,0.8824,0.8944,0.8911,0.9505,0.7763,0.4110,0.7907,0.7826,0.8182,0.7619,0.8000,0.8896,0.5813
95,0.2959,0.8780,0.9034,0.8562,0.9014,0.8792,0.9543,0.7572,0.4115,0.7907,0.7826,0.8182,0.7619,0.8000,0.8853,0.5813
96,0.2636,0.9085,0.9257,0.8954,0.9225,0.9103,0.9699,0.8174,0.4082,0.7907,0.7826,0.8182,0.7619,0.8000,0.8896,0.5813
97,0.2891,0.8847,0.9103,0.8627,0.9085,0.8859,0.9530,0.7708,0.4123,0.7907,0.7826,0.8182,0.7619,0.8000,0.8853,0.5813
98,0.2812,0.9153,0.9384,0.8954,0.9366,0.9164,0.9609,0.8315,0.4099,0.7907,0.7826,0.8182,0.7619,0.8000,0.8874,0.5813
99,0.2976,0.8949,0.9067,0.8889,0.9014,0.8977,0.9551,0.7899,0.4084,0.7907,0.7826,0.8182,0.7619,0.8000,0.8874,0.5813
100,0.2783,0.9051,0.9195,0.8954,0.9155,0.9073,0.9631,0.8104,0.4032,0.7907,0.7826,0.8182,0.7619,0.8000,0.8896,0.5813
