epoch,train_Loss,train_ACC,train_PRE,train_SEN,train_SPE,train_F1,train_AUC,train_MCC,val_Loss,val_ACC,val_PRE,val_SEN,val_SPE,val_F1,val_AUC,val_MCC
18,0.4525,0.7939,0.8067,0.7908,0.7972,0.7987,0.8828,0.5878,0.5353,0.6744,0.7222,0.5909,0.7619,0.6500,0.8052,0.3575
19,0.4255,0.8108,0.8299,0.7974,0.8252,0.8133,0.8971,0.6222,0.5382,0.6977,0.7647,0.5909,0.8095,0.6667,0.8074,0.4094
20,0.4426,0.7736,0.7792,0.7843,0.7622,0.7818,0.8773,0.5467,0.5159,0.7209,0.7500,0.6818,0.7619,0.7143,0.8117,0.4447
21,0.4216,0.8243,0.8531,0.7974,0.8531,0.8243,0.8962,0.6505,0.5365,0.7209,0.7778,0.6364,0.8095,0.7000,0.8009,0.4518
22,0.3963,0.8243,0.8389,0.8170,0.8322,0.8278,0.9130,0.6488,0.5027,0.7674,0.8000,0.7273,0.8095,0.7619,0.8203,0.5380
23,0.3905,0.8243,0.8344,0.8235,0.8252,0.8289,0.9130,0.6485,0.5084,0.6977,0.7368,0.6364,0.7619,0.6829,0.8182,0.4009
24,0.3831,0.8547,0.8929,0.8170,0.8951,0.8532,0.9164,0.7127,0.4958,0.7442,0.7619,0.7273,0.7619,0.7442,0.8203,0.4892
25,0.4064,0.8243,0.8483,0.8039,0.8462,0.8255,0.9007,0.6498,0.4991,0.7674,0.7500,0.8182,0.7143,0.7826,0.8290,0.5360
26,0.3933,0.7939,0.8194,0.7712,0.8182,0.7946,0.9086,0.5893,0.4934,0.7209,0.7500,0.6818,0.7619,0.7143,0.8290,0.4447
27,0.3921,0.8243,0.8531,0.7974,0.8531,0.8243,0.9062,0.6505,0.5200,0.7209,0.7778,0.6364,0.8095,0.7000,0.8268,0.4518
28,0.3373,0.8818,0.9097,0.8562,0.9091,0.8822,0.9440,0.7651,0.4880,0.7442,0.7391,0.7727,0.7143,0.7556,0.8290,0.4881
29,0.3483,0.8480,0.8375,0.8758,0.8182,0.8562,0.9321,0.6959,0.4849,0.7442,0.7619,0.7273,0.7619,0.7442,0.8290,0.4892
30,0.3643,0.8480,0.8803,0.8170,0.8811,0.8475,0.9269,0.6983,0.5375,0.7442,0.8235,0.6364,0.8571,0.7179,0.8333,0.5045
31,0.3349,0.8784,0.9091,0.8497,0.9091,0.8784,0.9377,0.7588,0.5306,0.6977,0.6552,0.8636,0.5238,0.7451,0.8268,0.4133
32,0.3051,0.8649,0.9065,0.8235,0.9091,0.8630,0.9546,0.7336,0.4882,0.7442,0.7619,0.7273,0.7619,0.7442,0.8355,0.4892
33,0.3240,0.8682,0.8904,0.8497,0.8881,0.8696,0.9406,0.7374,0.6734,0.7674,0.9286,0.5909,0.9524,0.7222,0.8333,0.5795
34,0.2986,0.8885,0.9167,0.8627,0.9161,0.8889,0.9538,0.7787,0.4754,0.7442,0.7619,0.7273,0.7619,0.7442,0.8377,0.4892
35,0.3042,0.8885,0.9000,0.8824,0.8951,0.8911,0.9518,0.7771,0.5934,0.7442,0.8235,0.6364,0.8571,0.7179,0.8377,0.5045
36,0.3580,0.8345,0.8514,0.8235,0.8462,0.8372,0.9234,0.6693,0.5081,0.6744,0.6538,0.7727,0.5714,0.7083,0.8442,0.3519
37,0.3164,0.8581,0.8881,0.8301,0.8881,0.8581,0.9437,0.7182,0.6880,0.7674,1.0000,0.5455,1.0000,0.7059,0.8312,0.6079
38,0.2940,0.8919,0.9060,0.8824,0.9021,0.8940,0.9538,0.7840,0.5403,0.7442,0.8235,0.6364,0.8571,0.7179,0.8312,0.5045
39,0.3167,0.8615,0.8836,0.8431,0.8811,0.8629,0.9446,0.7239,0.5044,0.7209,0.7083,0.7727,0.6667,0.7391,0.8355,0.4423
40,0.2804,0.8851,0.9103,0.8627,0.9091,0.8859,0.9582,0.7716,0.4948,0.7442,0.7619,0.7273,0.7619,0.7442,0.8333,0.4892
41,0.3211,0.8378,0.8621,0.8170,0.8601,0.8389,0.9425,0.6769,0.4923,0.7209,0.7273,0.7273,0.7143,0.7273,0.8333,0.4416
42,0.2988,0.8885,0.9110,0.8693,0.9091,0.8896,0.9505,0.7780,0.4896,0.7209,0.7273,0.7273,0.7143,0.7273,0.8420,0.4416
43,0.2872,0.8851,0.8993,0.8758,0.8951,0.8874,0.9559,0.7705,0.4843,0.7442,0.7619,0.7273,0.7619,0.7442,0.8442,0.4892
44,0.2922,0.8885,0.9167,0.8627,0.9161,0.8889,0.9504,0.7787,0.5664,0.7442,0.8235,0.6364,0.8571,0.7179,0.8312,0.5045
45,0.2854,0.8953,0.9067,0.8889,0.9021,0.8977,0.9549,0.7906,0.5016,0.7442,0.7895,0.6818,0.8095,0.7317,0.8377,0.4946
46,0.3051,0.8716,0.9021,0.8431,0.9021,0.8716,0.9508,0.7452,0.4873,0.7209,0.7273,0.7273,0.7143,0.7273,0.8377,0.4416
47,0.2873,0.8885,0.9167,0.8627,0.9161,0.8889,0.9576,0.7787,0.4923,0.7674,0.8000,0.7273,0.8095,0.7619,0.8377,0.5380
48,0.3004,0.8682,0.8904,0.8497,0.8881,0.8696,0.9489,0.7374,0.5158,0.7442,0.7895,0.6818,0.8095,0.7317,0.8312,0.4946
49,0.2746,0.8919,0.9007,0.8889,0.8951,0.8947,0.9614,0.7837,0.5807,0.7442,0.8235,0.6364,0.8571,0.7179,0.8312,0.5045
50,0.2873,0.8851,0.9161,0.8562,0.9161,0.8851,0.9566,0.7723,0.4806,0.7209,0.7273,0.7273,0.7143,0.7273,0.8301,0.4416
51,0.2967,0.8716,0.8859,0.8627,0.8811,0.8742,0.9512,0.7435,0.5211,0.7442,0.7895,0.6818,0.8095,0.7317,0.8312,0.4946
52,0.2622,0.8986,0.9073,0.8954,0.9021,0.9013,0.9673,0.7972,0.5393,0.7442,0.7895,0.6818,0.8095,0.7317,0.8312,0.4946
53,0.2732,0.8953,0.9296,0.8627,0.9301,0.8949,0.9617,0.7930,0.4882,0.7674,0.8000,0.7273,0.8095,0.7619,0.8377,0.5380
54,0.2801,0.8953,0.8910,0.9085,0.8811,0.8997,0.9589,0.7903,0.4973,0.6744,0.6667,0.7273,0.6190,0.6957,0.8333,0.3486
55,0.2867,0.8818,0.9155,0.8497,0.9161,0.8814,0.9566,0.7659,0.5361,0.7442,0.7895,0.6818,0.8095,0.7317,0.8333,0.4946
56,0.2646,0.9054,0.9139,0.9020,0.9091,0.9079,0.9642,0.8108,0.5018,0.7674,0.8000,0.7273,0.8095,0.7619,0.8268,0.5380
57,0.2519,0.8953,0.9236,0.8693,0.9231,0.8956,0.9707,0.7922,0.4854,0.7442,0.7619,0.7273,0.7619,0.7442,0.8355,0.4892
58,0.2527,0.9020,0.9133,0.8954,0.9091,0.9043,0.9686,0.8041,0.4828,0.7209,0.7273,0.7273,0.7143,0.7273,0.8323,0.4416
59,0.2314,0.9392,0.9470,0.9346,0.9441,0.9408,0.9774,0.8784,0.5136,0.7442,0.7895,0.6818,0.8095,0.7317,0.8312,0.4946
60,0.2386,0.9054,0.9252,0.8889,0.9231,0.9067,0.9741,0.8115,0.4944,0.7674,0.8000,0.7273,0.8095,0.7619,0.8312,0.5380
61,0.2683,0.8986,0.9184,0.8824,0.9161,0.9000,0.9611,0.7980,0.5216,0.7442,0.7895,0.6818,0.8095,0.7317,0.8290,0.4946
62,0.2619,0.9020,0.9306,0.8758,0.9301,0.9024,0.9631,0.8057,0.4859,0.7209,0.7273,0.7273,0.7143,0.7273,0.8355,0.4416
63,0.2310,0.9189,0.9161,0.9281,0.9091,0.9221,0.9745,0.8377,0.5204,0.7442,0.7895,0.6818,0.8095,0.7317,0.8290,0.4946
64,0.2531,0.9155,0.9571,0.8758,0.9580,0.9147,0.9659,0.8346,0.4855,0.7442,0.7619,0.7273,0.7619,0.7442,0.8355,0.4892
65,0.2273,0.9223,0.9333,0.9150,0.9301,0.9241,0.9754,0.8447,0.4905,0.7442,0.7619,0.7273,0.7619,0.7442,0.8312,0.4892
66,0.2567,0.9054,0.8931,0.9281,0.8811,0.9103,0.9656,0.8110,0.4919,0.7674,0.8000,0.7273,0.8095,0.7619,0.8290,0.5380
67,0.2556,0.8919,0.8854,0.9085,0.8741,0.8968,0.9654,0.7836,0.4867,0.7209,0.7273,0.7273,0.7143,0.7273,0.8290,0.4416
68,0.2148,0.9257,0.9456,0.9085,0.9441,0.9267,0.9838,0.8521,0.5272,0.7442,0.7895,0.6818,0.8095,0.7317,0.8290,0.4946
69,0.2298,0.9189,0.9388,0.9020,0.9371,0.9200,0.9740,0.8386,0.4906,0.6977,0.6957,0.7273,0.6667,0.7111,0.8290,0.3948
70,0.2513,0.9122,0.9320,0.8954,0.9301,0.9133,0.9694,0.8250,0.4926,0.7442,0.7619,0.7273,0.7619,0.7442,0.8290,0.4892
71,0.2618,0.8818,0.9155,0.8497,0.9161,0.8814,0.9642,0.7659,0.5029,0.7674,0.8000,0.7273,0.8095,0.7619,0.8312,0.5380
72,0.2321,0.8986,0.9128,0.8889,0.9091,0.9007,0.9732,0.7975,0.4845,0.7442,0.7619,0.7273,0.7619,0.7442,0.8355,0.4892
73,0.2404,0.9358,0.9589,0.9150,0.9580,0.9365,0.9711,0.8727,0.5617,0.7674,0.8333,0.6818,0.8571,0.7500,0.8290,0.5461
74,0.2262,0.9291,0.9459,0.9150,0.9441,0.9302,0.9790,0.8586,0.4956,0.7442,0.7619,0.7273,0.7619,0.7442,0.8312,0.4892
75,0.2548,0.8885,0.9110,0.8693,0.9091,0.8896,0.9663,0.7780,0.4851,0.7442,0.7619,0.7273,0.7619,0.7442,0.8312,0.4892
76,0.2321,0.9122,0.9150,0.9150,0.9091,0.9150,0.9751,0.8241,0.4955,0.7442,0.7619,0.7273,0.7619,0.7442,0.8290,0.4892
77,0.2312,0.9054,0.9139,0.9020,0.9091,0.9079,0.9762,0.8108,0.5076,0.7674,0.8000,0.7273,0.8095,0.7619,0.8290,0.5380
78,0.2317,0.9054,0.9195,0.8954,0.9161,0.9073,0.9751,0.8111,0.5167,0.7674,0.8000,0.7273,0.8095,0.7619,0.8290,0.5380
79,0.2605,0.9054,0.9310,0.8824,0.9301,0.9060,0.9607,0.8121,0.5241,0.7442,0.7895,0.6818,0.8095,0.7317,0.8225,0.4946
80,0.2676,0.8885,0.9167,0.8627,0.9161,0.8889,0.9625,0.7787,0.5190,0.7442,0.7895,0.6818,0.8095,0.7317,0.8247,0.4946
81,0.2217,0.9189,0.9216,0.9216,0.9161,0.9216,0.9779,0.8377,0.4934,0.7442,0.7619,0.7273,0.7619,0.7442,0.8323,0.4892
82,0.2274,0.9291,0.9177,0.9477,0.9091,0.9325,0.9751,0.8583,0.5008,0.7442,0.7619,0.7273,0.7619,0.7442,0.8312,0.4892
83,0.2038,0.9324,0.9586,0.9085,0.9580,0.9329,0.9834,0.8662,0.5000,0.7442,0.7619,0.7273,0.7619,0.7442,0.8290,0.4892
84,0.2440,0.9155,0.9324,0.9020,0.9301,0.9169,0.9726,0.8316,0.5193,0.7442,0.7895,0.6818,0.8095,0.7317,0.8268,0.4946
85,0.2390,0.9088,0.9145,0.9085,0.9091,0.9115,0.9711,0.8174,0.4912,0.7442,0.7619,0.7273,0.7619,0.7442,0.8290,0.4892
86,0.2488,0.9223,0.9333,0.9150,0.9301,0.9241,0.9692,0.8447,0.4891,0.7442,0.7619,0.7273,0.7619,0.7442,0.8312,0.4892
87,0.2405,0.8986,0.9184,0.8824,0.9161,0.9000,0.9709,0.7980,0.4942,0.7442,0.7619,0.7273,0.7619,0.7442,0.8290,0.4892
88,0.2412,0.9223,0.9276,0.9216,0.9231,0.9246,0.9715,0.8445,0.4974,0.7442,0.7619,0.7273,0.7619,0.7442,0.8290,0.4892
89,0.2373,0.9122,0.9568,0.8693,0.9580,0.9110,0.9715,0.8284,0.4980,0.7442,0.7619,0.7273,0.7619,0.7442,0.8290,0.4892
90,0.2554,0.9054,0.9139,0.9020,0.9091,0.9079,0.9647,0.8108,0.5137,0.7442,0.7895,0.6818,0.8095,0.7317,0.8290,0.4946
91,0.2217,0.9155,0.9324,0.9020,0.9301,0.9169,0.9781,0.8316,0.4999,0.7442,0.7619,0.7273,0.7619,0.7442,0.8301,0.4892
92,0.2857,0.8885,0.9000,0.8824,0.8951,0.8911,0.9535,0.7771,0.5040,0.7674,0.8000,0.7273,0.8095,0.7619,0.8268,0.5380
93,0.2226,0.9223,0.9452,0.9020,0.9441,0.9231,0.9787,0.8456,0.4973,0.7442,0.7619,0.7273,0.7619,0.7442,0.8290,0.4892
94,0.2564,0.9122,0.9205,0.9085,0.9161,0.9145,0.9654,0.8243,0.4926,0.7442,0.7619,0.7273,0.7619,0.7442,0.8312,0.4892
95,0.2144,0.9088,0.9315,0.8889,0.9301,0.9097,0.9796,0.8186,0.4967,0.7442,0.7619,0.7273,0.7619,0.7442,0.8290,0.4892
96,0.2405,0.9155,0.9324,0.9020,0.9301,0.9169,0.9693,0.8316,0.4900,0.7442,0.7619,0.7273,0.7619,0.7442,0.8333,0.4892
97,0.2248,0.9189,0.9272,0.9150,0.9231,0.9211,0.9782,0.8378,0.4888,0.7442,0.7619,0.7273,0.7619,0.7442,0.8290,0.4892
98,0.2333,0.8986,0.9128,0.8889,0.9091,0.9007,0.9728,0.7975,0.5003,0.7442,0.7619,0.7273,0.7619,0.7442,0.8312,0.4892
99,0.2192,0.9257,0.9517,0.9020,0.9510,0.9262,0.9801,0.8527,0.4925,0.7442,0.7619,0.7273,0.7619,0.7442,0.8290,0.4892
100,0.2502,0.9020,0.9306,0.8758,0.9301,0.9024,0.9686,0.8057,0.5012,0.7442,0.7619,0.7273,0.7619,0.7442,0.8290,0.4892
