epoch,train_Loss,train_ACC,train_PRE,train_SEN,train_SPE,train_F1,train_AUC,train_MCC,val_Loss,val_ACC,val_PRE,val_SEN,val_SPE,val_F1,val_AUC,val_MCC
14,0.4999,0.7703,0.7945,0.7532,0.7887,0.7733,0.8472,0.5416,0.4739,0.7907,0.7826,0.8182,0.7619,0.8000,0.8810,0.5813
15,0.5069,0.7736,0.7881,0.7727,0.7746,0.7803,0.8340,0.5470,0.4567,0.8372,0.8571,0.8182,0.8571,0.8372,0.8939,0.6753
16,0.5110,0.7568,0.7887,0.7273,0.7887,0.7568,0.8305,0.5160,0.4564,0.8372,0.8261,0.8636,0.8095,0.8444,0.8939,0.6746
17,0.4799,0.7703,0.7905,0.7597,0.7817,0.7748,0.8604,0.5410,0.4418,0.8605,0.8636,0.8636,0.8571,0.8636,0.9026,0.7208
18,0.4758,0.7905,0.8151,0.7727,0.8099,0.7933,0.8634,0.5822,0.4416,0.8372,0.8571,0.8182,0.8571,0.8372,0.9134,0.6753
19,0.4851,0.7770,0.7973,0.7662,0.7887,0.7815,0.8523,0.5545,0.4374,0.8372,0.8000,0.9091,0.7619,0.8511,0.9177,0.6799
20,0.4595,0.8041,0.8333,0.7792,0.8310,0.8054,0.8753,0.6099,0.4593,0.7674,0.7143,0.9091,0.6190,0.8000,0.9156,0.5539
21,0.4530,0.7973,0.8133,0.7922,0.8028,0.8026,0.8794,0.5946,0.4336,0.8605,0.9444,0.7727,0.9524,0.8500,0.9177,0.7347
22,0.4327,0.8074,0.8255,0.7987,0.8169,0.8119,0.8900,0.6151,0.4053,0.8605,0.8636,0.8636,0.8571,0.8636,0.9134,0.7208
23,0.4428,0.8074,0.8255,0.7987,0.8169,0.8119,0.8829,0.6151,0.4152,0.8372,0.8000,0.9091,0.7619,0.8511,0.9156,0.6799
24,0.4571,0.8007,0.8276,0.7792,0.8239,0.8027,0.8692,0.6028,0.4009,0.8837,0.8696,0.9091,0.8571,0.8889,0.9156,0.7679
25,0.4071,0.8345,0.8523,0.8247,0.8451,0.8383,0.9082,0.6692,0.3913,0.9070,0.9091,0.9091,0.9048,0.9091,0.9156,0.8139
26,0.4492,0.7872,0.8054,0.7792,0.7958,0.7921,0.8773,0.5745,0.3832,0.8837,0.8696,0.9091,0.8571,0.8889,0.9199,0.7679
27,0.4196,0.8277,0.8503,0.8117,0.8451,0.8306,0.8978,0.6562,0.4152,0.7674,0.7143,0.9091,0.6190,0.8000,0.9156,0.5539
28,0.4178,0.8209,0.8531,0.7922,0.8521,0.8215,0.8984,0.6442,0.3755,0.9070,0.9091,0.9091,0.9048,0.9091,0.9134,0.8139
29,0.3892,0.8547,0.8675,0.8506,0.8592,0.8590,0.9170,0.7094,0.3759,0.8837,0.8696,0.9091,0.8571,0.8889,0.9177,0.7679
30,0.3688,0.8514,0.8929,0.8117,0.8944,0.8503,0.9317,0.7065,0.3653,0.9070,0.9091,0.9091,0.9048,0.9091,0.9199,0.8139
31,0.3938,0.8209,0.8389,0.8117,0.8310,0.8251,0.9106,0.6422,0.3574,0.9070,0.9091,0.9091,0.9048,0.9091,0.9177,0.8139
32,0.3759,0.8547,0.8776,0.8377,0.8732,0.8571,0.9236,0.7103,0.3587,0.8837,0.9048,0.8636,0.9048,0.8837,0.9199,0.7684
33,0.3811,0.8480,0.8658,0.8377,0.8592,0.8515,0.9181,0.6963,0.3710,0.8140,0.7692,0.9091,0.7143,0.8333,0.9307,0.6373
34,0.4236,0.8041,0.8117,0.8117,0.7958,0.8117,0.8899,0.6075,0.3498,0.8605,0.8333,0.9091,0.8095,0.8696,0.9242,0.7233
35,0.3704,0.8446,0.8913,0.7987,0.8944,0.8425,0.9250,0.6941,0.3521,0.8605,0.8333,0.9091,0.8095,0.8696,0.9199,0.7233
36,0.4156,0.8142,0.8414,0.7922,0.8380,0.8161,0.9001,0.6298,0.3482,0.8605,0.8636,0.8636,0.8571,0.8636,0.9199,0.7208
37,0.3717,0.8412,0.8690,0.8182,0.8662,0.8428,0.9238,0.6840,0.3476,0.8372,0.8261,0.8636,0.8095,0.8444,0.9199,0.6746
38,0.3696,0.8446,0.8649,0.8312,0.8592,0.8477,0.9268,0.6898,0.3679,0.8140,0.7692,0.9091,0.7143,0.8333,0.9134,0.6373
39,0.3523,0.8581,0.8784,0.8442,0.8732,0.8609,0.9322,0.7168,0.3630,0.7907,0.7600,0.8636,0.7143,0.8085,0.9199,0.5856
40,0.3493,0.8750,0.8980,0.8571,0.8944,0.8771,0.9400,0.7509,0.3396,0.8372,0.8261,0.8636,0.8095,0.8444,0.9177,0.6746
41,0.3741,0.8209,0.8389,0.8117,0.8310,0.8251,0.9201,0.6422,0.3392,0.8837,0.9048,0.8636,0.9048,0.8837,0.9221,0.7684
42,0.3466,0.8716,0.8973,0.8506,0.8944,0.8733,0.9415,0.7445,0.3397,0.8372,0.8261,0.8636,0.8095,0.8444,0.9199,0.6746
43,0.3461,0.8818,0.9103,0.8571,0.9085,0.8829,0.9380,0.7651,0.3425,0.8837,0.9048,0.8636,0.9048,0.8837,0.9221,0.7684
44,0.3521,0.8412,0.8690,0.8182,0.8662,0.8428,0.9324,0.6840,0.3427,0.8140,0.7917,0.8636,0.7619,0.8261,0.9177,0.6296
45,0.3330,0.8750,0.9034,0.8506,0.9014,0.8763,0.9483,0.7516,0.3394,0.8837,0.9048,0.8636,0.9048,0.8837,0.9221,0.7684
46,0.3308,0.8649,0.9014,0.8312,0.9014,0.8649,0.9431,0.7326,0.3367,0.8372,0.8261,0.8636,0.8095,0.8444,0.9177,0.6746
47,0.3600,0.8480,0.8658,0.8377,0.8592,0.8515,0.9268,0.6963,0.3330,0.8605,0.8636,0.8636,0.8571,0.8636,0.9242,0.7208
48,0.3262,0.8514,0.8819,0.8247,0.8803,0.8523,0.9454,0.7046,0.3358,0.8837,0.9048,0.8636,0.9048,0.8837,0.9177,0.7684
49,0.3272,0.8682,0.9078,0.8312,0.9085,0.8678,0.9465,0.7398,0.3346,0.8837,0.9048,0.8636,0.9048,0.8837,0.9177,0.7684
50,0.3262,0.8649,0.8851,0.8506,0.8803,0.8675,0.9437,0.7303,0.3362,0.8837,0.9048,0.8636,0.9048,0.8837,0.9167,0.7684
51,0.3093,0.8716,0.9028,0.8442,0.9014,0.8725,0.9541,0.7452,0.3322,0.8837,0.9048,0.8636,0.9048,0.8837,0.9221,0.7684
52,0.2920,0.9088,0.9205,0.9026,0.9155,0.9115,0.9645,0.8176,0.3355,0.8140,0.7917,0.8636,0.7619,0.8261,0.9177,0.6296
53,0.3228,0.8649,0.8904,0.8442,0.8873,0.8667,0.9435,0.7309,0.3305,0.8372,0.8261,0.8636,0.8095,0.8444,0.9199,0.6746
54,0.3093,0.8750,0.8980,0.8571,0.8944,0.8771,0.9533,0.7509,0.3310,0.8140,0.7917,0.8636,0.7619,0.8261,0.9221,0.6296
55,0.2984,0.8885,0.9291,0.8506,0.9296,0.8881,0.9538,0.7805,0.3306,0.8140,0.7917,0.8636,0.7619,0.8261,0.9177,0.6296
56,0.3306,0.8547,0.8881,0.8247,0.8873,0.8552,0.9394,0.7118,0.3345,0.8605,0.8636,0.8636,0.8571,0.8636,0.9156,0.7208
57,0.2753,0.9257,0.9521,0.9026,0.9507,0.9267,0.9723,0.8527,0.3291,0.8372,0.8261,0.8636,0.8095,0.8444,0.9199,0.6746
58,0.2855,0.8953,0.9241,0.8701,0.9225,0.8963,0.9609,0.7922,0.3300,0.8140,0.7917,0.8636,0.7619,0.8261,0.9199,0.6296
59,0.2740,0.9155,0.9272,0.9091,0.9225,0.9180,0.9663,0.8311,0.3318,0.8837,0.9048,0.8636,0.9048,0.8837,0.9199,0.7684
60,0.2803,0.8986,0.9189,0.8831,0.9155,0.9007,0.9655,0.7980,0.3434,0.8140,0.7917,0.8636,0.7619,0.8261,0.9177,0.6296
61,0.3043,0.8818,0.9161,0.8506,0.9155,0.8822,0.9523,0.7659,0.3330,0.8837,0.9048,0.8636,0.9048,0.8837,0.9199,0.7684
62,0.2957,0.8953,0.9128,0.8831,0.9085,0.8977,0.9584,0.7909,0.3345,0.8837,0.9048,0.8636,0.9048,0.8837,0.9221,0.7684
63,0.2965,0.8784,0.9041,0.8571,0.9014,0.8800,0.9558,0.7580,0.3403,0.8140,0.7917,0.8636,0.7619,0.8261,0.9199,0.6296
64,0.3200,0.8547,0.8881,0.8247,0.8873,0.8552,0.9423,0.7118,0.3274,0.8837,0.9048,0.8636,0.9048,0.8837,0.9221,0.7684
65,0.2999,0.8885,0.8954,0.8896,0.8873,0.8925,0.9530,0.7767,0.3181,0.8372,0.8261,0.8636,0.8095,0.8444,0.9177,0.6746
66,0.2909,0.8716,0.9028,0.8442,0.9014,0.8725,0.9591,0.7452,0.3248,0.8837,0.9048,0.8636,0.9048,0.8837,0.9199,0.7684
67,0.2444,0.9189,0.9392,0.9026,0.9366,0.9205,0.9799,0.8385,0.3215,0.8837,0.9048,0.8636,0.9048,0.8837,0.9221,0.7684
68,0.3154,0.8649,0.8701,0.8701,0.8592,0.8701,0.9463,0.7293,0.3236,0.8372,0.8261,0.8636,0.8095,0.8444,0.9199,0.6746
69,0.2645,0.9020,0.9252,0.8831,0.9225,0.9037,0.9680,0.8050,0.3493,0.7907,0.7600,0.8636,0.7143,0.8085,0.9188,0.5856
70,0.2772,0.8986,0.9079,0.8961,0.9014,0.9020,0.9652,0.7971,0.3264,0.8140,0.7917,0.8636,0.7619,0.8261,0.9199,0.6296
71,0.2790,0.9088,0.9262,0.8961,0.9225,0.9109,0.9641,0.8180,0.3313,0.8837,0.9048,0.8636,0.9048,0.8837,0.9199,0.7684
72,0.2777,0.9155,0.9329,0.9026,0.9296,0.9175,0.9622,0.8315,0.3240,0.8837,0.9048,0.8636,0.9048,0.8837,0.9199,0.7684
73,0.3053,0.8851,0.9000,0.8766,0.8944,0.8882,0.9515,0.7704,0.3272,0.8140,0.7917,0.8636,0.7619,0.8261,0.9199,0.6296
74,0.3211,0.8818,0.8889,0.8831,0.8803,0.8860,0.9438,0.7632,0.3247,0.8837,0.9048,0.8636,0.9048,0.8837,0.9199,0.7684
75,0.2610,0.8986,0.9366,0.8636,0.9366,0.8986,0.9693,0.8003,0.3251,0.8372,0.8261,0.8636,0.8095,0.8444,0.9199,0.6746
76,0.2722,0.9054,0.9315,0.8831,0.9296,0.9067,0.9661,0.8121,0.3233,0.8605,0.8636,0.8636,0.8571,0.8636,0.9199,0.7208
77,0.2555,0.9155,0.9708,0.8636,0.9718,0.9141,0.9769,0.8371,0.3229,0.8372,0.8261,0.8636,0.8095,0.8444,0.9199,0.6746
78,0.2895,0.8885,0.9172,0.8636,0.9155,0.8896,0.9542,0.7786,0.3292,0.8140,0.7917,0.8636,0.7619,0.8261,0.9199,0.6296
79,0.2842,0.8953,0.9362,0.8571,0.9366,0.8949,0.9591,0.7940,0.3273,0.8140,0.7917,0.8636,0.7619,0.8261,0.9199,0.6296
80,0.2498,0.9155,0.9388,0.8961,0.9366,0.9169,0.9750,0.8321,0.3253,0.8605,0.8636,0.8636,0.8571,0.8636,0.9199,0.7208
81,0.2580,0.9020,0.9310,0.8766,0.9296,0.9030,0.9696,0.8057,0.3232,0.8605,0.8636,0.8636,0.8571,0.8636,0.9199,0.7208
82,0.2568,0.9324,0.9653,0.9026,0.9648,0.9329,0.9705,0.8670,0.3227,0.8605,0.8636,0.8636,0.8571,0.8636,0.9199,0.7208
83,0.2514,0.9189,0.9577,0.8831,0.9577,0.9189,0.9750,0.8409,0.3211,0.8837,0.9048,0.8636,0.9048,0.8837,0.9221,0.7684
84,0.3073,0.8851,0.9167,0.8571,0.9155,0.8859,0.9470,0.7723,0.3234,0.8837,0.9048,0.8636,0.9048,0.8837,0.9199,0.7684
85,0.2780,0.9088,0.9262,0.8961,0.9225,0.9109,0.9628,0.8180,0.3227,0.8837,0.9048,0.8636,0.9048,0.8837,0.9199,0.7684
86,0.2779,0.8851,0.9167,0.8571,0.9155,0.8859,0.9636,0.7723,0.3256,0.8140,0.7917,0.8636,0.7619,0.8261,0.9199,0.6296
87,0.2597,0.9054,0.9200,0.8961,0.9155,0.9079,0.9695,0.8110,0.3239,0.8372,0.8261,0.8636,0.8095,0.8444,0.9199,0.6746
88,0.2856,0.8851,0.9000,0.8766,0.8944,0.8882,0.9581,0.7704,0.3218,0.8372,0.8261,0.8636,0.8095,0.8444,0.9199,0.6746
89,0.2840,0.9189,0.9452,0.8961,0.9437,0.9200,0.9580,0.8392,0.3247,0.8140,0.7917,0.8636,0.7619,0.8261,0.9199,0.6296
90,0.3054,0.8716,0.9028,0.8442,0.9014,0.8725,0.9494,0.7452,0.3236,0.8372,0.8261,0.8636,0.8095,0.8444,0.9199,0.6746
91,0.2638,0.9223,0.9338,0.9156,0.9296,0.9246,0.9694,0.8446,0.3230,0.8372,0.8261,0.8636,0.8095,0.8444,0.9199,0.6746
92,0.2429,0.9291,0.9463,0.9156,0.9437,0.9307,0.9760,0.8586,0.3251,0.8140,0.7917,0.8636,0.7619,0.8261,0.9199,0.6296
93,0.2585,0.9155,0.9272,0.9091,0.9225,0.9180,0.9739,0.8311,0.3284,0.8140,0.7917,0.8636,0.7619,0.8261,0.9199,0.6296
94,0.2682,0.8885,0.9231,0.8571,0.9225,0.8889,0.9682,0.7795,0.3239,0.8372,0.8261,0.8636,0.8095,0.8444,0.9199,0.6746
95,0.2722,0.8986,0.9366,0.8636,0.9366,0.8986,0.9650,0.8003,0.3266,0.8140,0.7917,0.8636,0.7619,0.8261,0.9199,0.6296
96,0.2523,0.9122,0.9384,0.8896,0.9366,0.9133,0.9765,0.8256,0.3233,0.8605,0.8636,0.8636,0.8571,0.8636,0.9199,0.7208
97,0.3074,0.8851,0.9225,0.8506,0.9225,0.8851,0.9491,0.7732,0.3295,0.8140,0.7917,0.8636,0.7619,0.8261,0.9199,0.6296
98,0.2755,0.9088,0.9379,0.8831,0.9366,0.9097,0.9622,0.8192,0.3228,0.8605,0.8636,0.8636,0.8571,0.8636,0.9199,0.7208
99,0.3048,0.8682,0.8912,0.8506,0.8873,0.8704,0.9498,0.7374,0.3258,0.8837,0.9048,0.8636,0.9048,0.8837,0.9199,0.7684
100,0.2668,0.8986,0.9429,0.8571,0.9437,0.8980,0.9655,0.8013,0.3255,0.8372,0.8261,0.8636,0.8095,0.8444,0.9199,0.6746
