epoch,train_Loss,train_ACC,train_PRE,train_SEN,train_SPE,train_F1,train_AUC,train_MCC,val_Loss,val_ACC,val_PRE,val_SEN,val_SPE,val_F1,val_AUC,val_MCC
52,0.3561,0.8542,0.8571,0.8627,0.8451,0.8599,0.9267,0.7080,0.2187,0.9070,0.9091,0.9091,0.9048,0.9091,0.9848,0.8139
53,0.3898,0.8407,0.8442,0.8497,0.8310,0.8469,0.9079,0.6808,0.2436,0.9302,0.8800,1.0000,0.8571,0.9362,0.9870,0.8685
54,0.3085,0.8746,0.8973,0.8562,0.8944,0.8763,0.9508,0.7501,0.2143,0.9302,0.9524,0.9091,0.9524,0.9302,0.9935,0.8615
55,0.3104,0.8915,0.8954,0.8954,0.8873,0.8954,0.9547,0.7827,0.2139,0.9302,0.9524,0.9091,0.9524,0.9302,0.9913,0.8615
56,0.3084,0.8814,0.8782,0.8954,0.8662,0.8867,0.9527,0.7624,0.2187,0.9302,0.9130,0.9545,0.9048,0.9333,0.9870,0.8612
57,0.3239,0.8847,0.8889,0.8889,0.8803,0.8889,0.9426,0.7692,0.2181,0.9070,0.9500,0.8636,0.9524,0.9048,0.9935,0.8178
58,0.3161,0.8746,0.8625,0.9020,0.8451,0.8818,0.9493,0.7492,0.2153,0.9070,0.9500,0.8636,0.9524,0.9048,0.9892,0.8178
59,0.3041,0.8814,0.9097,0.8562,0.9085,0.8822,0.9522,0.7643,0.2291,0.9302,0.8800,1.0000,0.8571,0.9362,0.9870,0.8685
60,0.2970,0.8983,0.9184,0.8824,0.9155,0.9000,0.9567,0.7973,0.2242,0.9535,0.9167,1.0000,0.9048,0.9565,0.9935,0.9107
61,0.3110,0.8746,0.8919,0.8627,0.8873,0.8771,0.9498,0.7496,0.2046,0.9302,0.9524,0.9091,0.9524,0.9302,0.9892,0.8615
62,0.3199,0.8712,0.8808,0.8693,0.8732,0.8750,0.9448,0.7422,0.2273,0.9070,0.9500,0.8636,0.9524,0.9048,0.9935,0.8178
63,0.3197,0.8610,0.8636,0.8693,0.8521,0.8664,0.9416,0.7216,0.2133,0.9070,0.9091,0.9091,0.9048,0.9091,0.9892,0.8139
64,0.2758,0.8814,0.8986,0.8693,0.8944,0.8837,0.9655,0.7631,0.2045,0.9070,0.9091,0.9091,0.9048,0.9091,0.9892,0.8139
65,0.2969,0.8780,0.9034,0.8562,0.9014,0.8792,0.9554,0.7572,0.2057,0.9302,0.9524,0.9091,0.9524,0.9302,0.9892,0.8615
66,0.2654,0.9051,0.9195,0.8954,0.9155,0.9073,0.9710,0.8104,0.2015,0.9302,0.9524,0.9091,0.9524,0.9302,0.9913,0.8615
67,0.2793,0.9017,0.9026,0.9085,0.8944,0.9055,0.9645,0.8031,0.2013,0.9302,0.9524,0.9091,0.9524,0.9302,0.9935,0.8615
68,0.2885,0.8915,0.9231,0.8627,0.9225,0.8919,0.9607,0.7851,0.2012,0.9302,0.9524,0.9091,0.9524,0.9302,0.9892,0.8615
69,0.2884,0.8847,0.8889,0.8889,0.8803,0.8889,0.9581,0.7692,0.2179,0.9070,0.9500,0.8636,0.9524,0.9048,0.9913,0.8178
70,0.2803,0.8915,0.9060,0.8824,0.9014,0.8940,0.9620,0.7833,0.2108,0.9535,0.9167,1.0000,0.9048,0.9565,0.9913,0.9107
71,0.3078,0.8915,0.8854,0.9085,0.8732,0.8968,0.9496,0.7828,0.1994,0.9070,0.9500,0.8636,0.9524,0.9048,0.9935,0.8178
72,0.2854,0.8881,0.8947,0.8889,0.8873,0.8918,0.9577,0.7760,0.2013,0.9302,0.9524,0.9091,0.9524,0.9302,0.9935,0.8615
73,0.3007,0.8814,0.8831,0.8889,0.8732,0.8860,0.9534,0.7623,0.1974,0.9535,0.9167,1.0000,0.9048,0.9565,0.9903,0.9107
74,0.2803,0.8847,0.8993,0.8758,0.8944,0.8874,0.9647,0.7697,0.2009,0.9070,0.9500,0.8636,0.9524,0.9048,0.9935,0.8178
75,0.2563,0.9186,0.9388,0.9020,0.9366,0.9200,0.9730,0.8380,0.1917,0.9302,0.9524,0.9091,0.9524,0.9302,0.9913,0.8615
76,0.2945,0.8847,0.8790,0.9020,0.8662,0.8903,0.9559,0.7692,0.1960,0.9302,0.9524,0.9091,0.9524,0.9302,0.9913,0.8615
77,0.2940,0.9017,0.8974,0.9150,0.8873,0.9061,0.9595,0.8031,0.1930,0.9302,0.9524,0.9091,0.9524,0.9302,0.9935,0.8615
78,0.2768,0.8780,0.8824,0.8824,0.8732,0.8824,0.9617,0.7556,0.1972,0.9535,0.9545,0.9545,0.9524,0.9545,0.9935,0.9069
79,0.2546,0.9186,0.9448,0.8954,0.9437,0.9195,0.9739,0.8386,0.1940,0.9302,0.9524,0.9091,0.9524,0.9302,0.9935,0.8615
80,0.3142,0.8712,0.9021,0.8431,0.9014,0.8716,0.9430,0.7444,0.1984,0.9535,0.9167,1.0000,0.9048,0.9565,0.9935,0.9107
