epoch,train_Loss,train_ACC,train_PRE,train_SEN,train_SPE,train_F1,train_AUC,train_MCC,val_Loss,val_ACC,val_PRE,val_SEN,val_SPE,val_F1,val_AUC,val_MCC
29,0.5200,0.7343,0.6618,0.4054,0.8973,0.5028,0.8077,0.3543,0.6052,0.7292,1.0000,0.1875,1.0000,0.3158,0.6406,0.3651
30,0.5021,0.7433,0.6761,0.4324,0.8973,0.5275,0.8261,0.3798,0.5969,0.6458,0.4286,0.1875,0.8750,0.2609,0.6484,0.0835
31,0.5127,0.7433,0.6712,0.4414,0.8929,0.5326,0.8098,0.3812,0.6060,0.7083,0.7500,0.1875,0.9687,0.3000,0.6348,0.2665
32,0.5151,0.7612,0.7067,0.4775,0.9018,0.5699,0.7956,0.4283,0.6083,0.5833,0.3750,0.3750,0.6875,0.3750,0.6387,0.0625
33,0.5043,0.7463,0.6970,0.4144,0.9107,0.5198,0.8243,0.3848,0.6161,0.7083,1.0000,0.1250,1.0000,0.2222,0.6348,0.2949
34,0.5023,0.7582,0.6875,0.4955,0.8884,0.5759,0.8203,0.4238,0.5966,0.6667,0.5000,0.3750,0.8125,0.4286,0.6660,0.2041
35,0.4892,0.7672,0.7143,0.4955,0.9018,0.5851,0.8352,0.4445,0.7409,0.5417,0.4167,0.9375,0.3437,0.5769,0.6562,0.3062
36,0.4871,0.7701,0.7429,0.4685,0.9196,0.5746,0.8486,0.4493,0.5886,0.6458,0.4286,0.1875,0.8750,0.2609,0.6562,0.0835
37,0.4710,0.7761,0.7500,0.4865,0.9196,0.5902,0.8681,0.4654,0.7788,0.6667,0.0000,0.0000,1.0000,0.0000,0.6348,0.0000
38,0.4666,0.7731,0.7059,0.5405,0.8884,0.6122,0.8631,0.4640,0.6087,0.6250,0.4444,0.5000,0.6875,0.4706,0.6670,0.1826
39,0.4684,0.8209,0.7865,0.6306,0.9152,0.7000,0.8533,0.5817,0.5795,0.6458,0.4444,0.2500,0.8437,0.3200,0.6855,0.1132
40,0.4679,0.7761,0.7250,0.5225,0.9018,0.6073,0.8602,0.4684,0.6326,0.6250,0.4583,0.6875,0.5937,0.5500,0.6797,0.2652
41,0.4608,0.7940,0.7625,0.5495,0.9152,0.6387,0.8594,0.5131,0.7571,0.6875,1.0000,0.0625,1.0000,0.1176,0.6689,0.2063
42,0.4579,0.7910,0.7470,0.5586,0.9062,0.6392,0.8682,0.5068,0.5819,0.7083,0.7500,0.1875,0.9687,0.3000,0.6758,0.2665
43,0.4288,0.8090,0.7701,0.6036,0.9107,0.6768,0.8986,0.5521,0.5719,0.6667,0.5000,0.1875,0.9062,0.2727,0.6836,0.1336
44,0.4556,0.7970,0.7416,0.5946,0.8973,0.6600,0.8612,0.5242,0.5865,0.6875,0.6667,0.1250,0.9687,0.2105,0.6855,0.1826
45,0.4487,0.8090,0.7975,0.5676,0.9286,0.6632,0.8798,0.5501,0.6872,0.6875,1.0000,0.0625,1.0000,0.1176,0.6885,0.2063
46,0.4300,0.8060,0.7614,0.6036,0.9062,0.6734,0.8851,0.5453,0.5656,0.6458,0.4444,0.2500,0.8437,0.3200,0.6973,0.1132
47,0.4319,0.8149,0.7634,0.6396,0.9018,0.6961,0.8867,0.5691,0.5966,0.6042,0.4118,0.4375,0.6875,0.4242,0.6816,0.1232
48,0.4386,0.8060,0.7875,0.5676,0.9241,0.6597,0.8819,0.5428,0.5723,0.6458,0.4545,0.3125,0.8125,0.3704,0.6943,0.1402
49,0.4208,0.8060,0.7500,0.6216,0.8973,0.6798,0.8970,0.5473,0.5664,0.6875,0.6667,0.1250,0.9687,0.2105,0.7148,0.1826
50,0.4283,0.8060,0.7447,0.6306,0.8929,0.6829,0.8893,0.5484,0.5691,0.6458,0.4615,0.3750,0.7812,0.4138,0.7188,0.1657
51,0.4174,0.8299,0.8293,0.6126,0.9375,0.7047,0.9050,0.6022,0.6369,0.7083,1.0000,0.1250,1.0000,0.2222,0.6973,0.2949
52,0.3886,0.8627,0.8351,0.7297,0.9286,0.7788,0.9201,0.6832,0.5557,0.6875,0.5714,0.2500,0.9062,0.3478,0.7246,0.2087
53,0.4067,0.8299,0.8000,0.6486,0.9196,0.7164,0.9091,0.6035,0.5639,0.6667,0.5000,0.3750,0.8125,0.4286,0.7236,0.2041
54,0.4015,0.8299,0.8000,0.6486,0.9196,0.7164,0.9173,0.6035,0.5763,0.6875,0.5294,0.5625,0.7500,0.5455,0.7363,0.3080
55,0.4027,0.8537,0.8690,0.6577,0.9509,0.7487,0.9195,0.6609,0.5820,0.6875,0.6667,0.1250,0.9687,0.2105,0.7109,0.1826
56,0.3814,0.8418,0.7900,0.7117,0.9062,0.7488,0.9242,0.6356,0.5620,0.6875,0.6667,0.1250,0.9687,0.2105,0.7305,0.1826
57,0.3957,0.8269,0.7849,0.6577,0.9107,0.7157,0.9124,0.5974,0.6981,0.5625,0.4242,0.8750,0.4062,0.5714,0.7324,0.2860
58,0.3741,0.8507,0.8144,0.7117,0.9196,0.7596,0.9312,0.6552,0.5519,0.6875,0.6000,0.1875,0.9375,0.2857,0.7344,0.1929
59,0.3783,0.8597,0.8333,0.7207,0.9286,0.7729,0.9265,0.6759,0.5479,0.6458,0.4545,0.3125,0.8125,0.3704,0.7305,0.1402
60,0.3802,0.8567,0.8119,0.7387,0.9152,0.7736,0.9296,0.6707,0.5527,0.6875,0.6000,0.1875,0.9375,0.2857,0.7207,0.1929
61,0.3571,0.8746,0.8286,0.7838,0.9196,0.8056,0.9418,0.7137,0.5527,0.6667,0.5000,0.3750,0.8125,0.4286,0.7305,0.2041
62,0.3836,0.8597,0.8478,0.7027,0.9375,0.7685,0.9284,0.6752,0.5500,0.6875,0.6000,0.1875,0.9375,0.2857,0.7354,0.1929
63,0.3589,0.8567,0.8182,0.7297,0.9196,0.7714,0.9438,0.6699,0.5544,0.6875,0.6000,0.1875,0.9375,0.2857,0.7412,0.1929
64,0.3728,0.8537,0.8229,0.7117,0.9241,0.7633,0.9345,0.6619,0.5469,0.6875,0.5556,0.3125,0.8750,0.4000,0.7295,0.2265
65,0.3704,0.8507,0.7961,0.7387,0.9062,0.7664,0.9373,0.6579,0.5667,0.6667,0.5000,0.1250,0.9375,0.2000,0.7188,0.1066
66,0.3487,0.8746,0.8416,0.7658,0.9286,0.8019,0.9503,0.7122,0.5610,0.6458,0.4706,0.5000,0.7187,0.4848,0.7422,0.2156
67,0.3643,0.8687,0.8681,0.7117,0.9464,0.7822,0.9346,0.6964,0.5563,0.6458,0.4667,0.4375,0.7500,0.4516,0.7520,0.1907
68,0.3391,0.8925,0.9121,0.7477,0.9643,0.8218,0.9560,0.7535,0.5621,0.6875,0.6667,0.1250,0.9687,0.2105,0.7402,0.1826
69,0.3497,0.8866,0.8842,0.7568,0.9509,0.8155,0.9473,0.7390,0.5481,0.6667,0.5000,0.3750,0.8125,0.4286,0.7344,0.2041
70,0.3511,0.8776,0.8365,0.7838,0.9241,0.8093,0.9461,0.7202,0.5656,0.6875,0.5263,0.6250,0.7187,0.5714,0.7520,0.3314
71,0.3484,0.8627,0.8155,0.7568,0.9152,0.7850,0.9442,0.6854,0.5519,0.6875,0.6000,0.1875,0.9375,0.2857,0.7305,0.1929
72,0.3458,0.8866,0.8544,0.7928,0.9330,0.8224,0.9440,0.7404,0.5604,0.6667,0.5000,0.5625,0.7187,0.5294,0.7461,0.2739
73,0.3583,0.8746,0.8710,0.7297,0.9464,0.7941,0.9479,0.7107,0.5482,0.6875,0.6000,0.1875,0.9375,0.2857,0.7324,0.1929
74,0.3862,0.8388,0.7938,0.6937,0.9107,0.7404,0.9141,0.6273,0.5464,0.6458,0.4545,0.3125,0.8125,0.3704,0.7285,0.1402
75,0.3387,0.8836,0.8396,0.8018,0.9241,0.8203,0.9520,0.7347,0.5448,0.6667,0.5000,0.2500,0.8750,0.3333,0.7344,0.1581
76,0.3494,0.8657,0.8300,0.7477,0.9241,0.7867,0.9420,0.6911,0.5472,0.6875,0.6000,0.1875,0.9375,0.2857,0.7334,0.1929
77,0.3395,0.8925,0.8866,0.7748,0.9509,0.8269,0.9501,0.7531,0.5503,0.6875,0.6000,0.1875,0.9375,0.2857,0.7363,0.1929
78,0.3450,0.8896,0.8700,0.7838,0.9420,0.8246,0.9498,0.7465,0.5491,0.6875,0.6000,0.1875,0.9375,0.2857,0.7383,0.1929
79,0.3586,0.8746,0.8557,0.7477,0.9375,0.7981,0.9394,0.7111,0.5458,0.6875,0.6000,0.1875,0.9375,0.2857,0.7363,0.1929
80,0.3403,0.8806,0.8660,0.7568,0.9420,0.8077,0.9493,0.7251,0.5480,0.6875,0.6000,0.1875,0.9375,0.2857,0.7402,0.1929
81,0.3522,0.8806,0.8515,0.7748,0.9330,0.8113,0.9379,0.7260,0.5477,0.6875,0.6000,0.1875,0.9375,0.2857,0.7363,0.1929
82,0.3247,0.8836,0.8529,0.7838,0.9330,0.8169,0.9594,0.7332,0.5456,0.6250,0.4167,0.3125,0.7812,0.3571,0.7412,0.1021
83,0.3264,0.8866,0.8476,0.8018,0.9286,0.8241,0.9618,0.7411,0.5452,0.6667,0.5000,0.3125,0.8437,0.3846,0.7422,0.1814
84,0.3357,0.8896,0.8558,0.8018,0.9330,0.8279,0.9565,0.7476,0.5425,0.6875,0.5714,0.2500,0.9062,0.3478,0.7451,0.2087
85,0.3217,0.9104,0.9091,0.8108,0.9598,0.8571,0.9632,0.7950,0.5429,0.7083,0.6250,0.3125,0.9062,0.4167,0.7422,0.2767
86,0.3522,0.8627,0.8155,0.7568,0.9152,0.7850,0.9403,0.6854,0.5422,0.6875,0.5556,0.3125,0.8750,0.4000,0.7422,0.2265
87,0.3419,0.8746,0.8286,0.7838,0.9196,0.8056,0.9440,0.7137,0.5423,0.6667,0.5000,0.3125,0.8437,0.3846,0.7480,0.1814
88,0.3179,0.8955,0.8585,0.8198,0.9330,0.8387,0.9652,0.7619,0.5425,0.7083,0.6000,0.3750,0.8750,0.4615,0.7461,0.2902
89,0.3333,0.8866,0.8288,0.8288,0.9152,0.8288,0.9549,0.7440,0.5428,0.6875,0.5556,0.3125,0.8750,0.4000,0.7422,0.2265
90,0.3353,0.8896,0.8854,0.7658,0.9509,0.8213,0.9520,0.7460,0.5415,0.6875,0.5556,0.3125,0.8750,0.4000,0.7441,0.2265
91,0.3333,0.8896,0.8700,0.7838,0.9420,0.8246,0.9574,0.7465,0.5432,0.6875,0.5714,0.2500,0.9062,0.3478,0.7402,0.2087
92,0.3400,0.8896,0.8558,0.8018,0.9330,0.8279,0.9509,0.7476,0.5423,0.6875,0.5714,0.2500,0.9062,0.3478,0.7422,0.2087
93,0.3407,0.8687,0.8384,0.7477,0.9286,0.7905,0.9466,0.6977,0.5427,0.6667,0.5000,0.1875,0.9062,0.2727,0.7412,0.1336
94,0.3459,0.8776,0.8646,0.7477,0.9420,0.8019,0.9460,0.7180,0.5423,0.6875,0.5714,0.2500,0.9062,0.3478,0.7422,0.2087
95,0.3420,0.8955,0.8800,0.7928,0.9464,0.8341,0.9479,0.7604,0.5416,0.6667,0.5000,0.1875,0.9062,0.2727,0.7402,0.1336
96,0.3547,0.8806,0.8447,0.7838,0.9286,0.8131,0.9401,0.7266,0.5412,0.6875,0.5556,0.3125,0.8750,0.4000,0.7461,0.2265
97,0.3400,0.8896,0.8700,0.7838,0.9420,0.8246,0.9496,0.7465,0.5440,0.6875,0.5385,0.4375,0.8125,0.4828,0.7461,0.2652
98,0.3483,0.8716,0.8542,0.7387,0.9375,0.7923,0.9484,0.7040,0.5428,0.6667,0.5000,0.1875,0.9062,0.2727,0.7422,0.1336
99,0.3362,0.8806,0.8660,0.7568,0.9420,0.8077,0.9508,0.7251,0.5417,0.7083,0.6250,0.3125,0.9062,0.4167,0.7422,0.2767
100,0.3427,0.8955,0.8654,0.8108,0.9375,0.8372,0.9486,0.7613,0.5416,0.7083,0.6250,0.3125,0.9062,0.4167,0.7441,0.2767
