epoch,train_Loss,train_ACC,train_PRE,train_SEN,train_SPE,train_F1,train_AUC,train_MCC,val_Loss,val_ACC,val_PRE,val_SEN,val_SPE,val_F1,val_AUC,val_MCC
51,0.5043,0.7500,0.7143,0.4054,0.9200,0.5172,0.8440,0.3921,0.5548,0.7083,0.6667,0.2500,0.9375,0.3636,0.7344,0.2673
52,0.5154,0.7857,0.8305,0.4414,0.9556,0.5765,0.8244,0.4908,0.5782,0.7292,0.5882,0.6250,0.7812,0.6061,0.7568,0.4004
53,0.4896,0.8065,0.8194,0.5315,0.9422,0.6448,0.8711,0.5430,0.5497,0.7083,0.6250,0.3125,0.9062,0.4167,0.7461,0.2767
54,0.5065,0.7619,0.7719,0.3964,0.9422,0.5238,0.8416,0.4243,0.5473,0.7083,0.6000,0.3750,0.8750,0.4615,0.7539,0.2902
55,0.4785,0.8036,0.7922,0.5495,0.9289,0.6489,0.8779,0.5354,0.5447,0.7083,0.6667,0.2500,0.9375,0.3636,0.7520,0.2673
56,0.4973,0.7946,0.7763,0.5315,0.9244,0.6310,0.8401,0.5126,0.5452,0.7083,0.5833,0.4375,0.8437,0.5000,0.7734,0.3062
57,0.4877,0.7946,0.8387,0.4685,0.9556,0.6012,0.8754,0.5141,0.5448,0.7292,0.6667,0.3750,0.9062,0.4800,0.7637,0.3397
58,0.4688,0.8274,0.8630,0.5676,0.9556,0.6848,0.8829,0.5966,0.5437,0.6875,0.5455,0.3750,0.8437,0.4444,0.7656,0.2453
59,0.4758,0.8155,0.8657,0.5225,0.9600,0.6517,0.8842,0.5680,0.5394,0.7292,0.6667,0.3750,0.9062,0.4800,0.7656,0.3397
60,0.4765,0.8125,0.8333,0.5405,0.9467,0.6557,0.8782,0.5585,0.5449,0.6875,0.5455,0.3750,0.8437,0.4444,0.7656,0.2453
61,0.4644,0.8304,0.8462,0.5946,0.9467,0.6984,0.8983,0.6030,0.5368,0.7083,0.6667,0.2500,0.9375,0.3636,0.7715,0.2673
62,0.4783,0.8065,0.7875,0.5676,0.9244,0.6597,0.8758,0.5433,0.5451,0.6667,0.5000,0.3750,0.8125,0.4286,0.7598,0.2041
63,0.4769,0.8036,0.8261,0.5135,0.9467,0.6333,0.8621,0.5358,0.5524,0.6875,0.5333,0.5000,0.7812,0.5161,0.7637,0.2860
64,0.4564,0.8333,0.8235,0.6306,0.9333,0.7143,0.8967,0.6102,0.5379,0.7292,0.6667,0.3750,0.9062,0.4800,0.7686,0.3397
65,0.4615,0.8333,0.8571,0.5946,0.9511,0.7021,0.8980,0.6107,0.5528,0.7083,0.5625,0.5625,0.7812,0.5625,0.7676,0.3438
66,0.4635,0.8125,0.7857,0.5946,0.9200,0.6769,0.8796,0.5590,0.5347,0.7292,0.7143,0.3125,0.9375,0.4348,0.7734,0.3339
67,0.4598,0.8036,0.7778,0.5676,0.9200,0.6562,0.8869,0.5361,0.5474,0.6875,0.5333,0.5000,0.7812,0.5161,0.7705,0.2860
68,0.4652,0.8095,0.7901,0.5766,0.9244,0.6667,0.8783,0.5509,0.5396,0.7083,0.6667,0.2500,0.9375,0.3636,0.7715,0.2673
69,0.4465,0.8452,0.8391,0.6577,0.9378,0.7374,0.9040,0.6393,0.5342,0.7292,0.6667,0.3750,0.9062,0.4800,0.7715,0.3397
70,0.4556,0.8452,0.8734,0.6216,0.9556,0.7263,0.8899,0.6402,0.5382,0.7292,0.6364,0.4375,0.8750,0.5185,0.7754,0.3505
71,0.4473,0.8185,0.8049,0.5946,0.9289,0.6839,0.9025,0.5732,0.5338,0.7292,0.6667,0.3750,0.9062,0.4800,0.7637,0.3397
72,0.4458,0.8452,0.8471,0.6486,0.9422,0.7347,0.8990,0.6393,0.5326,0.7083,0.6000,0.3750,0.8750,0.4615,0.7734,0.2902
73,0.4381,0.8482,0.8846,0.6216,0.9600,0.7302,0.9218,0.6479,0.5323,0.7083,0.6000,0.3750,0.8750,0.4615,0.7705,0.2902
74,0.4459,0.8333,0.8667,0.5856,0.9556,0.6989,0.9013,0.6112,0.5366,0.7500,0.7000,0.4375,0.9062,0.5385,0.7754,0.3990
75,0.4447,0.8274,0.8272,0.6036,0.9378,0.6979,0.8999,0.5953,0.5329,0.7083,0.6000,0.3750,0.8750,0.4615,0.7695,0.2902
76,0.4370,0.8423,0.8295,0.6577,0.9333,0.7337,0.9123,0.6322,0.5323,0.7083,0.6000,0.3750,0.8750,0.4615,0.7676,0.2902
77,0.4388,0.8393,0.8353,0.6396,0.9378,0.7245,0.9105,0.6247,0.5345,0.7292,0.6667,0.3750,0.9062,0.4800,0.7764,0.3397
78,0.4339,0.8393,0.8202,0.6577,0.9289,0.7300,0.9012,0.6252,0.5320,0.7292,0.6667,0.3750,0.9062,0.4800,0.7754,0.3397
79,0.4448,0.8333,0.8090,0.6486,0.9244,0.7200,0.9054,0.6108,0.5314,0.7083,0.6000,0.3750,0.8750,0.4615,0.7705,0.2902
80,0.4406,0.8601,0.8721,0.6757,0.9511,0.7614,0.8978,0.6755,0.5336,0.7083,0.5833,0.4375,0.8437,0.5000,0.7734,0.3062
81,0.4329,0.8512,0.8211,0.7027,0.9244,0.7573,0.9140,0.6550,0.5335,0.7083,0.6000,0.3750,0.8750,0.4615,0.7715,0.2902
82,0.4362,0.8393,0.8276,0.6486,0.9333,0.7273,0.9071,0.6249,0.5313,0.7292,0.6667,0.3750,0.9062,0.4800,0.7695,0.3397
83,0.4407,0.8393,0.8202,0.6577,0.9289,0.7300,0.9034,0.6252,0.5326,0.7500,0.7000,0.4375,0.9062,0.5385,0.7773,0.3990
84,0.4260,0.8512,0.8427,0.6757,0.9378,0.7500,0.9177,0.6539,0.5334,0.7500,0.7000,0.4375,0.9062,0.5385,0.7754,0.3990
85,0.4209,0.8661,0.8511,0.7207,0.9378,0.7805,0.9196,0.6900,0.5314,0.7083,0.6000,0.3750,0.8750,0.4615,0.7773,0.2902
86,0.4341,0.8393,0.8353,0.6396,0.9378,0.7245,0.9100,0.6247,0.5318,0.7292,0.6667,0.3750,0.9062,0.4800,0.7715,0.3397
87,0.4297,0.8393,0.8202,0.6577,0.9289,0.7300,0.9116,0.6252,0.5314,0.7083,0.6000,0.3750,0.8750,0.4615,0.7734,0.2902
88,0.4313,0.8601,0.8556,0.6937,0.9422,0.7662,0.9121,0.6754,0.5310,0.7292,0.6667,0.3750,0.9062,0.4800,0.7734,0.3397
89,0.4338,0.8571,0.8621,0.6757,0.9467,0.7576,0.9115,0.6682,0.5329,0.7083,0.6000,0.3750,0.8750,0.4615,0.7695,0.2902
90,0.4263,0.8571,0.8462,0.6937,0.9378,0.7624,0.9155,0.6683,0.5316,0.7292,0.6667,0.3750,0.9062,0.4800,0.7656,0.3397
91,0.4248,0.8512,0.8675,0.6486,0.9511,0.7423,0.9188,0.6541,0.5330,0.7083,0.6000,0.3750,0.8750,0.4615,0.7637,0.2902
92,0.4279,0.8661,0.8929,0.6757,0.9600,0.7692,0.9156,0.6905,0.5304,0.7083,0.6000,0.3750,0.8750,0.4615,0.7734,0.2902
93,0.4215,0.8601,0.8478,0.7027,0.9378,0.7685,0.9172,0.6756,0.5330,0.7083,0.6000,0.3750,0.8750,0.4615,0.7676,0.2902
94,0.4191,0.8542,0.8370,0.6937,0.9333,0.7586,0.9246,0.6614,0.5306,0.7292,0.6667,0.3750,0.9062,0.4800,0.7715,0.3397
95,0.4297,0.8571,0.8539,0.6847,0.9422,0.7600,0.9116,0.6682,0.5295,0.7292,0.6667,0.3750,0.9062,0.4800,0.7793,0.3397
96,0.4327,0.8452,0.8242,0.6757,0.9289,0.7426,0.9085,0.6399,0.5321,0.7083,0.6000,0.3750,0.8750,0.4615,0.7705,0.2902
97,0.4302,0.8512,0.8506,0.6667,0.9422,0.7475,0.9114,0.6538,0.5308,0.7292,0.6667,0.3750,0.9062,0.4800,0.7695,0.3397
98,0.4295,0.8661,0.8587,0.7117,0.9422,0.7783,0.9130,0.6898,0.5290,0.7083,0.6000,0.3750,0.8750,0.4615,0.7812,0.2902
99,0.4274,0.8720,0.8617,0.7297,0.9422,0.7902,0.9150,0.7041,0.5291,0.7292,0.6667,0.3750,0.9062,0.4800,0.7734,0.3397
100,0.4335,0.8512,0.8427,0.6757,0.9378,0.7500,0.9011,0.6539,0.5319,0.7083,0.6000,0.3750,0.8750,0.4615,0.7695,0.2902
