epoch,train_Loss,train_ACC,train_PRE,train_SEN,train_SPE,train_F1,train_AUC,train_MCC,val_Loss,val_ACC,val_PRE,val_SEN,val_SPE,val_F1,val_AUC,val_MCC
78,0.3777,0.8448,0.8085,0.6909,0.9200,0.7451,0.9319,0.6385,0.5975,0.6875,0.5455,0.3750,0.8437,0.4444,0.6523,0.2453
79,0.3694,0.8657,0.8736,0.6909,0.9511,0.7716,0.9428,0.6876,0.5921,0.6875,0.5556,0.3125,0.8750,0.4000,0.6621,0.2265
80,0.3621,0.8985,0.8958,0.7818,0.9556,0.8350,0.9469,0.7658,0.5955,0.6667,0.5000,0.3125,0.8437,0.3846,0.6582,0.1814
81,0.3655,0.8806,0.8723,0.7455,0.9467,0.8039,0.9428,0.7234,0.5931,0.6875,0.5556,0.3125,0.8750,0.4000,0.6562,0.2265
82,0.3698,0.8896,0.8842,0.7636,0.9511,0.8195,0.9393,0.7447,0.5930,0.6875,0.5556,0.3125,0.8750,0.4000,0.6699,0.2265
83,0.3764,0.8597,0.8316,0.7182,0.9289,0.7707,0.9353,0.6742,0.5973,0.6875,0.5556,0.3125,0.8750,0.4000,0.6562,0.2265
84,0.3646,0.8896,0.8842,0.7636,0.9511,0.8195,0.9454,0.7447,0.6033,0.6667,0.5000,0.4375,0.7812,0.4667,0.6621,0.2269
85,0.3824,0.8597,0.8462,0.7000,0.9378,0.7662,0.9237,0.6734,0.5924,0.6875,0.5556,0.3125,0.8750,0.4000,0.6660,0.2265
86,0.3453,0.9075,0.9072,0.8000,0.9600,0.8502,0.9577,0.7869,0.5916,0.6875,0.5556,0.3125,0.8750,0.4000,0.6738,0.2265
87,0.3619,0.8746,0.8400,0.7636,0.9289,0.8000,0.9408,0.7107,0.5948,0.7083,0.6000,0.3750,0.8750,0.4615,0.6631,0.2902
88,0.3619,0.8836,0.8515,0.7818,0.9333,0.8152,0.9399,0.7318,0.5928,0.7083,0.6000,0.3750,0.8750,0.4615,0.6641,0.2902
89,0.3750,0.8746,0.8469,0.7545,0.9333,0.7981,0.9308,0.7101,0.5946,0.7083,0.6000,0.3750,0.8750,0.4615,0.6641,0.2902
90,0.3625,0.8627,0.8478,0.7091,0.9378,0.7723,0.9404,0.6806,0.5965,0.6875,0.5556,0.3125,0.8750,0.4000,0.6621,0.2265
91,0.3611,0.8687,0.8667,0.7091,0.9467,0.7800,0.9476,0.6947,0.5961,0.7083,0.5833,0.4375,0.8437,0.5000,0.6680,0.3062
92,0.3632,0.8776,0.8485,0.7636,0.9333,0.8038,0.9452,0.7173,0.5954,0.7083,0.5833,0.4375,0.8437,0.5000,0.6680,0.3062
93,0.3700,0.8806,0.8500,0.7727,0.9333,0.8095,0.9361,0.7246,0.5980,0.7083,0.5833,0.4375,0.8437,0.5000,0.6738,0.3062
94,0.3672,0.8836,0.8817,0.7455,0.9511,0.8079,0.9418,0.7305,0.5955,0.7292,0.6364,0.4375,0.8750,0.5185,0.6641,0.3505
95,0.3607,0.8776,0.8557,0.7545,0.9378,0.8019,0.9434,0.7168,0.5949,0.7083,0.6000,0.3750,0.8750,0.4615,0.6641,0.2902
96,0.3666,0.8836,0.8660,0.7636,0.9422,0.8116,0.9414,0.7309,0.5991,0.7083,0.5833,0.4375,0.8437,0.5000,0.6641,0.3062
97,0.3604,0.8955,0.8866,0.7818,0.9511,0.8309,0.9464,0.7589,0.5954,0.7292,0.6364,0.4375,0.8750,0.5185,0.6650,0.3505
98,0.3584,0.8836,0.8737,0.7545,0.9467,0.8098,0.9460,0.7306,0.6016,0.6875,0.5385,0.4375,0.8125,0.4828,0.6738,0.2652
99,0.3716,0.8806,0.8804,0.7364,0.9511,0.8020,0.9362,0.7233,0.5940,0.7083,0.6000,0.3750,0.8750,0.4615,0.6699,0.2902
100,0.3670,0.8507,0.8061,0.7182,0.9156,0.7596,0.9366,0.6542,0.5927,0.7083,0.6000,0.3750,0.8750,0.4615,0.6777,0.2902
